[WARN]  Running against a source checkout. In order to get our runtime dependencies we'll have to invoke Maven. Depending on the state of your system, this may take ~30-45 seconds
[DEBUG]  Running 'mvn -pl com.yahoo.ycsb:rest-binding -am package -DskipTests dependency:build-classpath -DincludeScope=compile -Dmdep.outputFilterFile=true'
WARNING: An illegal reflective access operation has occurred
WARNING: Illegal reflective access by com.google.inject.internal.cglib.core.$ReflectUtils$1 (file:/usr/share/maven/lib/guice.jar) to method java.lang.ClassLoader.defineClass(java.lang.String,byte[],int,int,java.security.ProtectionDomain)
WARNING: Please consider reporting this to the maintainers of com.google.inject.internal.cglib.core.$ReflectUtils$1
WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
java -cp /home/ubuntu/YCSB/rest/conf:/home/ubuntu/YCSB/rest/target/rest-binding-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/hdrhistogram/HdrHistogram/2.1.4/HdrHistogram-2.1.4.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/javax.inject/2.2.0/javax.inject-2.2.0.jar:/home/ubuntu/.m2/repository/com/github/stefanbirkner/system-rules/1.16.0/system-rules-1.16.0.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-core-asl/1.9.4/jackson-core-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-server/2.6/jersey-server-2.6.jar:/home/ubuntu/YCSB/core/target/core-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-api/2.2.0/hk2-api-2.2.0.jar:/home/ubuntu/.m2/repository/javax/ws/rs/javax.ws.rs-api/2.0/javax.ws.rs-api-2.0.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-locator/2.2.0/hk2-locator-2.2.0.jar:/home/ubuntu/.m2/repository/org/eclipse/jdt/core/compiler/ecj/4.4.2/ecj-4.4.2.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.4/jackson-mapper-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/bundles/repackaged/jersey-guava/2.6/jersey-guava-2.6.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/aopalliance-repackaged/2.2.0/aopalliance-repackaged-2.2.0.jar:/home/ubuntu/.m2/repository/org/javassist/javassist/3.18.1-GA/javassist-3.18.1-GA.jar:/home/ubuntu/.m2/repository/javax/annotation/javax.annotation-api/1.2/javax.annotation-api-1.2.jar:/home/ubuntu/.m2/repository/org/apache/htrace/htrace-core4/4.1.0-incubating/htrace-core4-4.1.0-incubating.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-log4j/8.0.28/tomcat-embed-logging-log4j-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/8.0.28/tomcat-embed-el-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-juli/8.0.28/tomcat-embed-logging-juli-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/8.0.28/tomcat-embed-core-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/osgi-resource-locator/1.0.1/osgi-resource-locator-1.0.1.jar:/home/ubuntu/.m2/repository/commons-codec/commons-codec/1.9/commons-codec-1.9.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-client/2.6/jersey-client-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/8.0.28/tomcat-embed-websocket-8.0.28.jar:/home/ubuntu/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-utils/2.2.0/hk2-utils-2.2.0.jar:/home/ubuntu/.m2/repository/javax/validation/validation-api/1.1.0.Final/validation-api-1.1.0.Final.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpclient/4.5.1/httpclient-4.5.1.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/tomcat-dbcp/8.0.28/tomcat-dbcp-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/containers/jersey-container-servlet-core/2.6/jersey-container-servlet-core-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-jasper/8.0.28/tomcat-embed-jasper-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-common/2.6/jersey-common-2.6.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpcore/4.4.4/httpcore-4.4.4.jar com.yahoo.ycsb.Client -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
Command line: -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
YCSB Client 0.16.0-SNAPSHOT

Loading workload...
Starting test.
2019-05-21 07:24:26:449 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2019-05-21 07:24:36:395 10 sec: 12 operations; 1.2 current ops/sec; est completion in 20 minutes [READ: Count=12, Max=884223, Min=732672, Avg=793386.67, 90=859647, 99=884223, 99.9=884223, 99.99=884223] 
2019-05-21 07:28:46:391 260 sec: 335 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=843263, Min=728576, Avg=773139.69, 90=835071, 99=843263, 99.9=843263, 99.99=843263] 
2019-05-21 07:28:56:390 270 sec: 348 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=846335, Min=719872, Avg=773730.46, 90=827391, 99=846335, 99.9=846335, 99.99=846335] 
2019-05-21 07:29:06:390 280 sec: 361 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=869375, Min=705024, Avg=767980.31, 90=828415, 99=869375, 99.9=869375, 99.99=869375] 
2019-05-21 07:29:16:391 290 sec: 374 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=823295, Min=724992, Avg=765656.62, 90=820223, 99=823295, 99.9=823295, 99.99=823295] 
2019-05-21 07:29:26:391 300 sec: 387 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=896511, Min=699904, Avg=770540.31, 90=834047, 99=896511, 99.9=896511, 99.99=896511] 
2019-05-21 07:29:36:391 310 sec: 399 operations; 1.2 current ops/sec; est completion in 14 minutes [READ: Count=12, Max=863743, Min=738816, Avg=776106.67, 90=829951, 99=863743, 99.9=863743, 99.99=863743] 
2019-05-21 07:29:46:392 320 sec: 412 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=841215, Min=729088, Avg=772627.69, 90=837631, 99=841215, 99.9=841215, 99.99=841215] 
2019-05-21 07:29:56:391 330 sec: 426 operations; 1.4 current ops/sec; est completion in 13 minutes [READ: Count=14, Max=857087, Min=714240, Avg=765184, 90=834559, 99=857087, 99.9=857087, 99.99=857087] 
2019-05-21 07:30:06:391 340 sec: 438 operations; 1.2 current ops/sec; est completion in 13 minutes [READ: Count=12, Max=872447, Min=722432, Avg=775424, 90=869375, 99=872447, 99.9=872447, 99.99=872447] 
2019-05-21 07:30:16:390 350 sec: 451 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=850431, Min=722432, Avg=769555.69, 90=827391, 99=850431, 99.9=850431, 99.99=850431] 
2019-05-21 07:30:26:390 360 sec: 464 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=877567, Min=735744, Avg=783852.31, 90=854015, 99=877567, 99.9=877567, 99.99=877567] 
2019-05-21 07:30:36:391 370 sec: 477 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=842239, Min=728064, Avg=768846.77, 90=825855, 99=842239, 99.9=842239, 99.99=842239] 
2019-05-21 07:30:46:390 380 sec: 490 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=837119, Min=711680, Avg=773572.92, 90=824831, 99=837119, 99.9=837119, 99.99=837119] 
2019-05-21 07:30:56:391 390 sec: 503 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=868863, Min=712192, Avg=776251.08, 90=834047, 99=868863, 99.9=868863, 99.99=868863] 
2019-05-21 07:31:06:392 400 sec: 516 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=869375, Min=705536, Avg=783419.08, 90=834047, 99=869375, 99.9=869375, 99.99=869375] 
2019-05-21 07:31:16:391 410 sec: 529 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=811007, Min=732160, Avg=773572.92, 90=810495, 99=811007, 99.9=811007, 99.99=811007] 
2019-05-21 07:31:26:390 420 sec: 541 operations; 1.2 current ops/sec; est completion in 12 minutes [READ: Count=12, Max=886271, Min=707072, Avg=779178.67, 90=835071, 99=886271, 99.9=886271, 99.99=886271] 
2019-05-21 07:31:36:392 430 sec: 554 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=827903, Min=694272, Avg=767153.23, 90=826879, 99=827903, 99.9=827903, 99.99=827903] 
2019-05-21 07:31:46:392 440 sec: 567 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=840703, Min=732672, Avg=776566.15, 90=837119, 99=840703, 99.9=840703, 99.99=840703] 
2019-05-21 07:31:56:391 450 sec: 580 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=851455, Min=705024, Avg=788657.23, 90=843775, 99=851455, 99.9=851455, 99.99=851455] 
2019-05-21 07:32:06:391 460 sec: 593 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=853503, Min=712704, Avg=774518.15, 90=828927, 99=853503, 99.9=853503, 99.99=853503] 
2019-05-21 07:32:16:391 470 sec: 606 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=846335, Min=712704, Avg=766404.92, 90=811519, 99=846335, 99.9=846335, 99.99=846335] 
2019-05-21 07:32:26:393 480 sec: 619 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=900095, Min=718848, Avg=780307.69, 90=842751, 99=900095, 99.9=900095, 99.99=900095] 
2019-05-21 07:32:36:391 490 sec: 632 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=861183, Min=725504, Avg=782985.85, 90=845311, 99=861183, 99.9=861183, 99.99=861183] 
2019-05-21 07:32:46:391 500 sec: 645 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=847871, Min=718848, Avg=766483.69, 90=816639, 99=847871, 99.9=847871, 99.99=847871] 
2019-05-21 07:32:56:391 510 sec: 658 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=825855, Min=708608, Avg=768846.77, 90=819711, 99=825855, 99.9=825855, 99.99=825855] 
2019-05-21 07:33:06:391 520 sec: 671 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=853503, Min=699904, Avg=765617.23, 90=851455, 99=853503, 99.9=853503, 99.99=853503] 
2019-05-21 07:33:16:391 530 sec: 684 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=839679, Min=723968, Avg=768610.46, 90=813567, 99=839679, 99.9=839679, 99.99=839679] 
2019-05-21 07:33:26:391 540 sec: 697 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=908799, Min=709120, Avg=767113.85, 90=835583, 99=908799, 99.9=908799, 99.99=908799] 
2019-05-21 07:33:36:391 550 sec: 710 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=852991, Min=719872, Avg=773848.62, 90=840703, 99=852991, 99.9=852991, 99.99=852991] 
2019-05-21 07:33:46:391 560 sec: 723 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=863231, Min=718848, Avg=765459.69, 90=849407, 99=863231, 99.9=863231, 99.99=863231] 
2019-05-21 07:33:56:390 570 sec: 736 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=838143, Min=715776, Avg=769161.85, 90=829439, 99=838143, 99.9=838143, 99.99=838143] 
2019-05-21 07:34:06:391 580 sec: 748 operations; 1.2 current ops/sec; est completion in 9 minutes [READ: Count=12, Max=864767, Min=727552, Avg=784597.33, 90=855039, 99=864767, 99.9=864767, 99.99=864767] 
2019-05-21 07:34:16:391 590 sec: 761 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=828415, Min=726528, Avg=774281.85, 90=822271, 99=828415, 99.9=828415, 99.99=828415] 
2019-05-21 07:34:26:391 600 sec: 774 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=871423, Min=723456, Avg=779165.54, 90=834559, 99=871423, 99.9=871423, 99.99=871423] 
2019-05-21 07:34:36:390 610 sec: 787 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=857087, Min=705536, Avg=770067.69, 90=833023, 99=857087, 99.9=857087, 99.99=857087] 
2019-05-21 07:34:46:390 620 sec: 800 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=830975, Min=702464, Avg=763057.23, 90=814591, 99=830975, 99.9=830975, 99.99=830975] 
2019-05-21 07:34:56:391 630 sec: 813 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=839167, Min=727552, Avg=765932.31, 90=805375, 99=839167, 99.9=839167, 99.99=839167] 
2019-05-21 07:35:06:391 640 sec: 826 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=840703, Min=716288, Avg=763529.85, 90=810495, 99=840703, 99.9=840703, 99.99=840703] 
2019-05-21 07:35:16:390 650 sec: 839 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=827391, Min=722432, Avg=768098.46, 90=822783, 99=827391, 99.9=827391, 99.99=827391] 
2019-05-21 07:35:26:391 660 sec: 852 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=859647, Min=722944, Avg=773966.77, 90=839167, 99=859647, 99.9=859647, 99.99=859647] 
2019-05-21 07:35:36:391 670 sec: 865 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=868351, Min=700928, Avg=774596.92, 90=820735, 99=868351, 99.9=868351, 99.99=868351] 
2019-05-21 07:35:46:391 680 sec: 878 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=837631, Min=712704, Avg=761009.23, 90=824319, 99=837631, 99.9=837631, 99.99=837631] 
2019-05-21 07:35:56:391 690 sec: 891 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=859135, Min=718848, Avg=768098.46, 90=825855, 99=859135, 99.9=859135, 99.99=859135] 
2019-05-21 07:36:06:392 700 sec: 904 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=859647, Min=727040, Avg=778574.77, 90=839167, 99=859647, 99.9=859647, 99.99=859647] 
2019-05-21 07:36:16:390 710 sec: 917 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=879103, Min=697344, Avg=775266.46, 90=859647, 99=879103, 99.9=879103, 99.99=879103] 
2019-05-21 07:36:26:392 720 sec: 930 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=883199, Min=710144, Avg=781331.69, 90=840703, 99=883199, 99.9=883199, 99.99=883199] 
2019-05-21 07:36:36:390 730 sec: 943 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=856575, Min=714240, Avg=776329.85, 90=830463, 99=856575, 99.9=856575, 99.99=856575] 
2019-05-21 07:36:46:392 740 sec: 956 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=852991, Min=702464, Avg=767665.23, 90=845823, 99=852991, 99.9=852991, 99.99=852991] 
2019-05-21 07:36:56:390 750 sec: 969 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=894463, Min=721920, Avg=775778.46, 90=849919, 99=894463, 99.9=894463, 99.99=894463] 
2019-05-21 07:37:06:391 760 sec: 982 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=869375, Min=716288, Avg=775148.31, 90=857599, 99=869375, 99.9=869375, 99.99=869375] 
2019-05-21 07:37:16:391 770 sec: 995 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=839167, Min=685056, Avg=758764.31, 90=836607, 99=839167, 99.9=839167, 99.99=839167] 
2019-05-21 07:37:26:391 780 sec: 1008 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=881151, Min=718848, Avg=777984, 90=855551, 99=881151, 99.9=881151, 99.99=881151] 
2019-05-21 07:37:36:391 790 sec: 1020 operations; 1.2 current ops/sec; est completion in 6 minutes [READ: Count=12, Max=848383, Min=724480, Avg=777984, 90=841727, 99=848383, 99.9=848383, 99.99=848383] 
2019-05-21 07:37:46:390 800 sec: 1034 operations; 1.4 current ops/sec; est completion in 6 minutes [READ: Count=14, Max=838655, Min=707072, Avg=759990.86, 90=816639, 99=838655, 99.9=838655, 99.99=838655] 
2019-05-21 07:37:56:391 810 sec: 1047 operations; 1.3 current ops/sec; est completion in 5 minutes [READ: Count=13, Max=834047, Min=711168, Avg=769516.31, 90=827391, 99=834047, 99.9=834047, 99.99=834047] 
