[WARN]  Running against a source checkout. In order to get our runtime dependencies we'll have to invoke Maven. Depending on the state of your system, this may take ~30-45 seconds
[DEBUG]  Running 'mvn -pl com.yahoo.ycsb:rest-binding -am package -DskipTests dependency:build-classpath -DincludeScope=compile -Dmdep.outputFilterFile=true'
WARNING: An illegal reflective access operation has occurred
WARNING: Illegal reflective access by com.google.inject.internal.cglib.core.$ReflectUtils$1 (file:/usr/share/maven/lib/guice.jar) to method java.lang.ClassLoader.defineClass(java.lang.String,byte[],int,int,java.security.ProtectionDomain)
WARNING: Please consider reporting this to the maintainers of com.google.inject.internal.cglib.core.$ReflectUtils$1
WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
java -cp /home/ubuntu/YCSB/rest/conf:/home/ubuntu/YCSB/rest/target/rest-binding-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/hdrhistogram/HdrHistogram/2.1.4/HdrHistogram-2.1.4.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/javax.inject/2.2.0/javax.inject-2.2.0.jar:/home/ubuntu/.m2/repository/com/github/stefanbirkner/system-rules/1.16.0/system-rules-1.16.0.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-core-asl/1.9.4/jackson-core-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-server/2.6/jersey-server-2.6.jar:/home/ubuntu/YCSB/core/target/core-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-api/2.2.0/hk2-api-2.2.0.jar:/home/ubuntu/.m2/repository/javax/ws/rs/javax.ws.rs-api/2.0/javax.ws.rs-api-2.0.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-locator/2.2.0/hk2-locator-2.2.0.jar:/home/ubuntu/.m2/repository/org/eclipse/jdt/core/compiler/ecj/4.4.2/ecj-4.4.2.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.4/jackson-mapper-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/bundles/repackaged/jersey-guava/2.6/jersey-guava-2.6.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/aopalliance-repackaged/2.2.0/aopalliance-repackaged-2.2.0.jar:/home/ubuntu/.m2/repository/org/javassist/javassist/3.18.1-GA/javassist-3.18.1-GA.jar:/home/ubuntu/.m2/repository/javax/annotation/javax.annotation-api/1.2/javax.annotation-api-1.2.jar:/home/ubuntu/.m2/repository/org/apache/htrace/htrace-core4/4.1.0-incubating/htrace-core4-4.1.0-incubating.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-log4j/8.0.28/tomcat-embed-logging-log4j-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/8.0.28/tomcat-embed-el-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-juli/8.0.28/tomcat-embed-logging-juli-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/8.0.28/tomcat-embed-core-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/osgi-resource-locator/1.0.1/osgi-resource-locator-1.0.1.jar:/home/ubuntu/.m2/repository/commons-codec/commons-codec/1.9/commons-codec-1.9.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-client/2.6/jersey-client-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/8.0.28/tomcat-embed-websocket-8.0.28.jar:/home/ubuntu/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-utils/2.2.0/hk2-utils-2.2.0.jar:/home/ubuntu/.m2/repository/javax/validation/validation-api/1.1.0.Final/validation-api-1.1.0.Final.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpclient/4.5.1/httpclient-4.5.1.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/tomcat-dbcp/8.0.28/tomcat-dbcp-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/containers/jersey-container-servlet-core/2.6/jersey-container-servlet-core-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-jasper/8.0.28/tomcat-embed-jasper-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-common/2.6/jersey-common-2.6.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpcore/4.4.4/httpcore-4.4.4.jar com.yahoo.ycsb.Client -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
Command line: -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
YCSB Client 0.16.0-SNAPSHOT

Loading workload...
Starting test.
2019-05-21 00:11:45:504 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2019-05-21 00:11:55:454 10 sec: 12 operations; 1.2 current ops/sec; est completion in 20 minutes [READ: Count=12, Max=839679, Min=701440, Avg=770517.33, 90=829439, 99=839679, 99.9=839679, 99.99=839679] 
2019-05-21 00:16:05:450 260 sec: 334 operations; 1.3 current ops/sec; est completion in 15 minutes [READ: Count=13, Max=838655, Min=711680, Avg=769595.08, 90=833023, 99=838655, 99.9=838655, 99.99=838655] 
2019-05-21 00:16:15:450 270 sec: 347 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=855551, Min=732160, Avg=771879.38, 90=825343, 99=855551, 99.9=855551, 99.99=855551] 
2019-05-21 00:16:25:450 280 sec: 360 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=860671, Min=723968, Avg=779401.85, 90=844287, 99=860671, 99.9=860671, 99.99=860671] 
2019-05-21 00:16:35:450 290 sec: 373 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=874495, Min=638464, Avg=764868.92, 90=827903, 99=874495, 99.9=874495, 99.99=874495] 
2019-05-21 00:16:45:450 300 sec: 386 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=856063, Min=726016, Avg=770855.38, 90=823807, 99=856063, 99.9=856063, 99.99=856063] 
2019-05-21 00:16:55:450 310 sec: 399 operations; 1.3 current ops/sec; est completion in 14 minutes [READ: Count=13, Max=881663, Min=679424, Avg=770461.54, 90=851967, 99=881663, 99.9=881663, 99.99=881663] 
2019-05-21 00:17:05:450 320 sec: 411 operations; 1.2 current ops/sec; est completion in 14 minutes [READ: Count=12, Max=849919, Min=712192, Avg=774997.33, 90=821247, 99=849919, 99.9=849919, 99.99=849919] 
2019-05-21 00:17:15:450 330 sec: 424 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=857087, Min=722944, Avg=788972.31, 90=831999, 99=857087, 99.9=857087, 99.99=857087] 
2019-05-21 00:17:25:450 340 sec: 437 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=892415, Min=674816, Avg=774163.69, 90=888319, 99=892415, 99.9=892415, 99.99=892415] 
2019-05-21 00:17:35:450 350 sec: 450 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=863231, Min=710144, Avg=782355.69, 90=847871, 99=863231, 99.9=863231, 99.99=863231] 
2019-05-21 00:17:45:450 360 sec: 463 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=839167, Min=714752, Avg=777944.62, 90=835583, 99=839167, 99.9=839167, 99.99=839167] 
2019-05-21 00:17:55:450 370 sec: 475 operations; 1.2 current ops/sec; est completion in 13 minutes [READ: Count=12, Max=836607, Min=719872, Avg=777472, 90=836607, 99=836607, 99.9=836607, 99.99=836607] 
2019-05-21 00:18:05:450 380 sec: 488 operations; 1.3 current ops/sec; est completion in 13 minutes [READ: Count=13, Max=842239, Min=713728, Avg=777393.23, 90=840191, 99=842239, 99.9=842239, 99.99=842239] 
2019-05-21 00:18:15:450 390 sec: 502 operations; 1.4 current ops/sec; est completion in 12 minutes [READ: Count=14, Max=835583, Min=680448, Avg=761270.86, 90=811007, 99=835583, 99.9=835583, 99.99=835583] 
2019-05-21 00:18:25:450 400 sec: 514 operations; 1.2 current ops/sec; est completion in 12 minutes [READ: Count=12, Max=867839, Min=707584, Avg=774741.33, 90=857599, 99=867839, 99.9=867839, 99.99=867839] 
2019-05-21 00:18:35:450 410 sec: 527 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=829951, Min=728064, Avg=771288.62, 90=811519, 99=829951, 99.9=829951, 99.99=829951] 
2019-05-21 00:18:45:450 420 sec: 540 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=829951, Min=719872, Avg=769949.54, 90=823807, 99=829951, 99.9=829951, 99.99=829951] 
2019-05-21 00:18:55:450 430 sec: 553 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=851455, Min=729600, Avg=769476.92, 90=842751, 99=851455, 99.9=851455, 99.99=851455] 
2019-05-21 00:19:05:451 440 sec: 566 operations; 1.3 current ops/sec; est completion in 12 minutes [READ: Count=13, Max=817663, Min=706560, Avg=759709.54, 90=813055, 99=817663, 99.9=817663, 99.99=817663] 
2019-05-21 00:19:15:450 450 sec: 580 operations; 1.4 current ops/sec; est completion in 11 minutes [READ: Count=14, Max=839167, Min=710144, Avg=768438.86, 90=824831, 99=839167, 99.9=839167, 99.99=839167] 
2019-05-21 00:19:25:450 460 sec: 592 operations; 1.2 current ops/sec; est completion in 11 minutes [READ: Count=12, Max=865791, Min=726016, Avg=777429.33, 90=819199, 99=865791, 99.9=865791, 99.99=865791] 
2019-05-21 00:19:35:451 470 sec: 605 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=859647, Min=716288, Avg=773612.31, 90=829439, 99=859647, 99.9=859647, 99.99=859647] 
2019-05-21 00:19:45:451 480 sec: 618 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=835583, Min=656896, Avg=760379.08, 90=823807, 99=835583, 99.9=835583, 99.99=835583] 
2019-05-21 00:19:55:450 490 sec: 631 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=865279, Min=727040, Avg=775148.31, 90=814591, 99=865279, 99.9=865279, 99.99=865279] 
2019-05-21 00:20:05:450 500 sec: 644 operations; 1.3 current ops/sec; est completion in 11 minutes [READ: Count=13, Max=897535, Min=731648, Avg=780425.85, 90=825855, 99=897535, 99.9=897535, 99.99=897535] 
2019-05-21 00:20:15:450 510 sec: 657 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=836607, Min=728576, Avg=766011.08, 90=807935, 99=836607, 99.9=836607, 99.99=836607] 
2019-05-21 00:20:25:451 520 sec: 670 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=816127, Min=723456, Avg=763490.46, 90=814591, 99=816127, 99.9=816127, 99.99=816127] 
2019-05-21 00:20:35:450 530 sec: 683 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=820223, Min=726528, Avg=769398.15, 90=813567, 99=820223, 99.9=820223, 99.99=820223] 
2019-05-21 00:20:45:450 540 sec: 696 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=820223, Min=718848, Avg=773336.62, 90=817663, 99=820223, 99.9=820223, 99.99=820223] 
2019-05-21 00:20:55:450 550 sec: 709 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=824831, Min=707584, Avg=767468.31, 90=809471, 99=824831, 99.9=824831, 99.99=824831] 
2019-05-21 00:21:05:450 560 sec: 722 operations; 1.3 current ops/sec; est completion in 10 minutes [READ: Count=13, Max=836095, Min=710656, Avg=770225.23, 90=816127, 99=836095, 99.9=836095, 99.99=836095] 
2019-05-21 00:21:15:450 570 sec: 735 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=834047, Min=724992, Avg=773139.69, 90=823295, 99=834047, 99.9=834047, 99.99=834047] 
2019-05-21 00:21:25:450 580 sec: 748 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=900095, Min=721920, Avg=775620.92, 90=817151, 99=900095, 99.9=900095, 99.99=900095] 
2019-05-21 00:21:35:450 590 sec: 761 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=854527, Min=732160, Avg=774557.54, 90=814591, 99=854527, 99.9=854527, 99.99=854527] 
2019-05-21 00:21:45:450 600 sec: 774 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=864255, Min=712192, Avg=766877.54, 90=800255, 99=864255, 99.9=864255, 99.99=864255] 
2019-05-21 00:21:55:450 610 sec: 787 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=841727, Min=733184, Avg=772509.54, 90=839679, 99=841727, 99.9=841727, 99.99=841727] 
2019-05-21 00:22:05:450 620 sec: 800 operations; 1.3 current ops/sec; est completion in 9 minutes [READ: Count=13, Max=842239, Min=717824, Avg=774124.31, 90=839167, 99=842239, 99.9=842239, 99.99=842239] 
2019-05-21 00:22:15:450 630 sec: 813 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=821247, Min=715776, Avg=760969.85, 90=809471, 99=821247, 99.9=821247, 99.99=821247] 
2019-05-21 00:22:25:450 640 sec: 826 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=908799, Min=728064, Avg=773730.46, 90=807423, 99=908799, 99.9=908799, 99.99=908799] 
2019-05-21 00:22:35:450 650 sec: 839 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=828415, Min=690176, Avg=774833.23, 90=827391, 99=828415, 99.9=828415, 99.99=828415] 
2019-05-21 00:22:45:451 660 sec: 852 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=854527, Min=718848, Avg=779362.46, 90=834559, 99=854527, 99.9=854527, 99.99=854527] 
2019-05-21 00:22:55:450 670 sec: 865 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=830975, Min=726016, Avg=767271.38, 90=810495, 99=830975, 99.9=830975, 99.99=830975] 
2019-05-21 00:23:05:450 680 sec: 878 operations; 1.3 current ops/sec; est completion in 8 minutes [READ: Count=13, Max=832511, Min=680448, Avg=759118.77, 90=806399, 99=832511, 99.9=832511, 99.99=832511] 
2019-05-21 00:23:15:450 690 sec: 891 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=836095, Min=727552, Avg=777393.23, 90=823295, 99=836095, 99.9=836095, 99.99=836095] 
2019-05-21 00:23:25:450 700 sec: 904 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=847871, Min=674304, Avg=779992.62, 90=828927, 99=847871, 99.9=847871, 99.99=847871] 
2019-05-21 00:23:35:450 710 sec: 916 operations; 1.2 current ops/sec; est completion in 7 minutes [READ: Count=12, Max=875007, Min=724480, Avg=775765.33, 90=808447, 99=875007, 99.9=875007, 99.99=875007] 
2019-05-21 00:23:45:450 720 sec: 930 operations; 1.4 current ops/sec; est completion in 7 minutes [READ: Count=14, Max=864767, Min=714752, Avg=762441.14, 90=821247, 99=864767, 99.9=864767, 99.99=864767] 
2019-05-21 00:23:55:451 730 sec: 942 operations; 1.2 current ops/sec; est completion in 7 minutes [READ: Count=12, Max=880127, Min=718848, Avg=785621.33, 90=844287, 99=880127, 99.9=880127, 99.99=880127] 
2019-05-21 00:24:05:450 740 sec: 955 operations; 1.3 current ops/sec; est completion in 7 minutes [READ: Count=13, Max=823295, Min=665600, Avg=773966.77, 90=820735, 99=823295, 99.9=823295, 99.99=823295] 
2019-05-21 00:24:15:450 750 sec: 968 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=826879, Min=719872, Avg=777511.38, 90=822783, 99=826879, 99.9=826879, 99.99=826879] 
2019-05-21 00:24:25:450 760 sec: 981 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=869887, Min=685568, Avg=767744, 90=828415, 99=869887, 99.9=869887, 99.99=869887] 
2019-05-21 00:24:35:450 770 sec: 994 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=829439, Min=724992, Avg=773297.23, 90=822271, 99=829439, 99.9=829439, 99.99=829439] 
2019-05-21 00:24:45:450 780 sec: 1007 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=854015, Min=726016, Avg=794131.69, 90=852479, 99=854015, 99.9=854015, 99.99=854015] 
2019-05-21 00:24:55:450 790 sec: 1019 operations; 1.2 current ops/sec; est completion in 6 minutes [READ: Count=12, Max=840191, Min=730624, Avg=784213.33, 90=837119, 99=840191, 99.9=840191, 99.99=840191] 
2019-05-21 00:25:05:450 800 sec: 1032 operations; 1.3 current ops/sec; est completion in 6 minutes [READ: Count=13, Max=849919, Min=716800, Avg=775227.08, 90=837119, 99=849919, 99.9=849919, 99.99=849919] 
2019-05-21 00:25:15:450 810 sec: 1045 operations; 1.3 current ops/sec; est completion in 5 minutes [READ: Count=13, Max=822271, Min=728576, Avg=773218.46, 90=820735, 99=822271, 99.9=822271, 99.99=822271] 
