[WARN]  Running against a source checkout. In order to get our runtime dependencies we'll have to invoke Maven. Depending on the state of your system, this may take ~30-45 seconds
[DEBUG]  Running 'mvn -pl com.yahoo.ycsb:rest-binding -am package -DskipTests dependency:build-classpath -DincludeScope=compile -Dmdep.outputFilterFile=true'
WARNING: An illegal reflective access operation has occurred
WARNING: Illegal reflective access by com.google.inject.internal.cglib.core.$ReflectUtils$1 (file:/usr/share/maven/lib/guice.jar) to method java.lang.ClassLoader.defineClass(java.lang.String,byte[],int,int,java.security.ProtectionDomain)
WARNING: Please consider reporting this to the maintainers of com.google.inject.internal.cglib.core.$ReflectUtils$1
WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
java -cp /home/ubuntu/YCSB/rest/conf:/home/ubuntu/YCSB/rest/target/rest-binding-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/hdrhistogram/HdrHistogram/2.1.4/HdrHistogram-2.1.4.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/javax.inject/2.2.0/javax.inject-2.2.0.jar:/home/ubuntu/.m2/repository/com/github/stefanbirkner/system-rules/1.16.0/system-rules-1.16.0.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-core-asl/1.9.4/jackson-core-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-server/2.6/jersey-server-2.6.jar:/home/ubuntu/YCSB/core/target/core-0.16.0-SNAPSHOT.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-api/2.2.0/hk2-api-2.2.0.jar:/home/ubuntu/.m2/repository/javax/ws/rs/javax.ws.rs-api/2.0/javax.ws.rs-api-2.0.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-locator/2.2.0/hk2-locator-2.2.0.jar:/home/ubuntu/.m2/repository/org/eclipse/jdt/core/compiler/ecj/4.4.2/ecj-4.4.2.jar:/home/ubuntu/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.4/jackson-mapper-asl-1.9.4.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/bundles/repackaged/jersey-guava/2.6/jersey-guava-2.6.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/external/aopalliance-repackaged/2.2.0/aopalliance-repackaged-2.2.0.jar:/home/ubuntu/.m2/repository/org/javassist/javassist/3.18.1-GA/javassist-3.18.1-GA.jar:/home/ubuntu/.m2/repository/javax/annotation/javax.annotation-api/1.2/javax.annotation-api-1.2.jar:/home/ubuntu/.m2/repository/org/apache/htrace/htrace-core4/4.1.0-incubating/htrace-core4-4.1.0-incubating.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-log4j/8.0.28/tomcat-embed-logging-log4j-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/8.0.28/tomcat-embed-el-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-logging-juli/8.0.28/tomcat-embed-logging-juli-8.0.28.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/8.0.28/tomcat-embed-core-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/osgi-resource-locator/1.0.1/osgi-resource-locator-1.0.1.jar:/home/ubuntu/.m2/repository/commons-codec/commons-codec/1.9/commons-codec-1.9.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-client/2.6/jersey-client-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/8.0.28/tomcat-embed-websocket-8.0.28.jar:/home/ubuntu/.m2/repository/commons-logging/commons-logging/1.2/commons-logging-1.2.jar:/home/ubuntu/.m2/repository/org/glassfish/hk2/hk2-utils/2.2.0/hk2-utils-2.2.0.jar:/home/ubuntu/.m2/repository/javax/validation/validation-api/1.1.0.Final/validation-api-1.1.0.Final.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpclient/4.5.1/httpclient-4.5.1.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/tomcat-dbcp/8.0.28/tomcat-dbcp-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/containers/jersey-container-servlet-core/2.6/jersey-container-servlet-core-2.6.jar:/home/ubuntu/.m2/repository/org/apache/tomcat/embed/tomcat-embed-jasper/8.0.28/tomcat-embed-jasper-8.0.28.jar:/home/ubuntu/.m2/repository/org/glassfish/jersey/core/jersey-common/2.6/jersey-common-2.6.jar:/home/ubuntu/.m2/repository/org/apache/httpcomponents/httpcore/4.4.4/httpcore-4.4.4.jar com.yahoo.ycsb.Client -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
Command line: -db com.yahoo.ycsb.webservice.rest.RestClient -s -P workloads/rest_workload -t
YCSB Client 0.16.0-SNAPSHOT

Loading workload...
Starting test.
2019-05-27 19:16:29:789 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2019-05-27 19:16:39:722 10 sec: 11 operations; 1.1 current ops/sec; est completion in 7 minutes [READ: Count=11, Max=931839, Min=742400, Avg=817733.82, 90=897535, 99=931839, 99.9=931839, 99.99=931839] 
2019-05-27 19:20:49:719 260 sec: 321 operations; 1.3 current ops/sec; est completion in 2 minutes [READ: Count=13, Max=928767, Min=737792, Avg=817604.92, 90=904191, 99=928767, 99.9=928767, 99.99=928767] 
2019-05-27 19:20:59:719 270 sec: 333 operations; 1.2 current ops/sec; est completion in 2 minutes [READ: Count=12, Max=898047, Min=718848, Avg=807893.33, 90=894463, 99=898047, 99.9=898047, 99.99=898047] 
2019-05-27 19:21:09:719 280 sec: 346 operations; 1.3 current ops/sec; est completion in 2 minutes [READ: Count=13, Max=821247, Min=748544, Avg=788775.38, 90=818175, 99=821247, 99.9=821247, 99.99=821247] 
2019-05-27 19:21:19:719 290 sec: 358 operations; 1.2 current ops/sec; est completion in 1 minute [READ: Count=12, Max=1008639, Min=730112, Avg=821205.33, 90=993279, 99=1008639, 99.9=1008639, 99.99=1008639] 
2019-05-27 19:21:29:721 300 sec: 370 operations; 1.2 current ops/sec; est completion in 1 minute [READ: Count=12, Max=924159, Min=734720, Avg=840789.33, 90=923647, 99=924159, 99.9=924159, 99.99=924159] 
2019-05-27 19:21:39:720 310 sec: 382 operations; 1.2 current ops/sec; est completion in 1 minute [READ: Count=12, Max=958975, Min=765952, Avg=825984, 90=865791, 99=958975, 99.9=958975, 99.99=958975] 
2019-05-27 19:21:49:720 320 sec: 394 operations; 1.2 current ops/sec; est completion in 1 minute [READ: Count=12, Max=845823, Min=718848, Avg=794666.67, 90=841727, 99=845823, 99.9=845823, 99.99=845823] 
2019-05-27 19:21:59:720 330 sec: 407 operations; 1.3 current ops/sec; est completion in 1 minute [READ: Count=13, Max=903167, Min=729088, Avg=781056, 90=840191, 99=903167, 99.9=903167, 99.99=903167] 
2019-05-27 19:22:09:719 340 sec: 420 operations; 1.3 current ops/sec; est completion in 1 minute [READ: Count=13, Max=904703, Min=725504, Avg=801299.69, 90=859647, 99=904703, 99.9=904703, 99.99=904703] 
2019-05-27 19:22:19:719 350 sec: 432 operations; 1.2 current ops/sec; est completion in 56 seconds [READ: Count=12, Max=871935, Min=700928, Avg=782080, 90=851967, 99=871935, 99.9=871935, 99.99=871935] 
2019-05-27 19:22:29:719 360 sec: 445 operations; 1.3 current ops/sec; est completion in 45 seconds [READ: Count=13, Max=953855, Min=702976, Avg=811382.15, 90=868863, 99=953855, 99.9=953855, 99.99=953855] 
2019-05-27 19:22:39:719 370 sec: 457 operations; 1.2 current ops/sec; est completion in 35 seconds [READ: Count=12, Max=923135, Min=732160, Avg=804736, 90=851967, 99=923135, 99.9=923135, 99.99=923135] 
2019-05-27 19:22:49:719 380 sec: 470 operations; 1.3 current ops/sec; est completion in 25 seconds [READ: Count=13, Max=880127, Min=730112, Avg=781134.77, 90=865279, 99=880127, 99.9=880127, 99.99=880127] 
2019-05-27 19:22:59:719 390 sec: 482 operations; 1.2 current ops/sec; est completion in 15 seconds [READ: Count=12, Max=875007, Min=722944, Avg=806101.33, 90=859647, 99=875007, 99.9=875007, 99.99=875007] 
2019-05-27 19:23:09:719 400 sec: 495 operations; 1.3 current ops/sec; est completion in 5 second [READ: Count=13, Max=876031, Min=716800, Avg=808900.92, 90=866815, 99=876031, 99.9=876031, 99.99=876031] 
2019-05-27 19:23:13:414 403 sec: 500 operations; 1.35 current ops/sec; [READ: Count=5, Max=876543, Min=744960, Avg=782284.8, 90=876543, 99=876543, 99.9=876543, 99.99=876543] [CLEANUP: Count=1, Max=2, Min=2, Avg=2, 90=2, 99=2, 99.9=2, 99.99=2] 
